debugXIT021:debugX95S9C,0,1681110701299,"{""trial"": 0, ""agentIdSeleted"": [0, 3]}"
debugXIT021:debugX95S9C,1,1681110709176,"{""trial"": 1, ""agentIdSeleted"": [0, 1]}"
